Organism.GOLD Organism ID,Organism.Organism Name,Organism.Domain,Organism.Species,Organism.Phylum,Organism.NCBI Taxonomy ID,Organism.Type Strain,Organism.Organism Type,Organism.Add Date,Organism.NCBI Phylum,Organism.NCBI Class,Organism.NCBI Order,Organism.NCBI Family,Organism.NCBI Genus,Organism.NCBI Species,Organism.Cell Diameter,Organism.Cell Shape,Organism.Color,Organism.Gram Stain,Organism.Motility,Organism.Oxygen Requirement,Organism.pH,Organism.pH2,Organism.Salinity,Organism.Pressure,Organism.Sporulation,Organism.Carbon Source,Organism.Growth Temperature,Organism.Growth Temperature2,Organism.Cell Length,Organism.Commercial Strain,Organism.Commercial Strain Comments,Organism.Propagation,Organism.Sample Collection Site,Organism.Isolation Country/Ocean.Term,Organism.Collection Method,Organism.Ecosystem,Organism.Ecosystem Category,Organism.Ecosystem Type,Organism.Geographic Location,Organism.Latitude,Organism.Longitude,Organism.Altitude,Organism.Elevation,Organism.Depth,Organism.Subsurface Depth,Organism.Temperature Range,Organism.Isolation Host Name,Organism.Host Taxonomy ID,Organism.Host Gender,Organism.Host Body Site,Organism.Host Body Product,Organism.Host Specificity or Range,Organism.Host Comments
Go0623399,Dioszegia hungarica IFO 1052,EUKARYAL,Dioszegia hungarica,FUNGI-BASIDIOMYCOTA,4972,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia hungarica,,,,,,,,,,,,,,,,,,,soil,Hungary,,Environmental,Terrestrial,Soil,,,,,,,,Psychrophile,,,,,,,,
Go0623398,Dioszegia hungarica JCM 9046,EUKARYAL,Dioszegia hungarica,FUNGI-BASIDIOMYCOTA,4972,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia hungarica,,,,,,,,,,,,,,,,,,,soil,Hungary,,Environmental,Terrestrial,Soil,,,,,,,,Psychrophile,,,,,,,,
Go0623397,Dioszegia hungarica NBRC 1052,EUKARYAL,Dioszegia hungarica,FUNGI-BASIDIOMYCOTA,4972,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia hungarica,,,,,,,,,,,,,,,,,,,soil,Hungary,,Environmental,Terrestrial,Soil,,,,,,,,Psychrophile,,,,,,,,
Go0623396,Dioszegia hungarica NRRL Y-6667,EUKARYAL,Dioszegia hungarica,FUNGI-BASIDIOMYCOTA,4972,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia hungarica,,,,,,,,,,,,,,,,,,,soil,Hungary,,Environmental,Terrestrial,Soil,,,,,,,,Psychrophile,,,,,,,,
Go0623395,Dioszegia hungarica UCD 68-187,EUKARYAL,Dioszegia hungarica,FUNGI-BASIDIOMYCOTA,4972,Yes,Natural,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Dioszegia,Dioszegia hungarica,,,,,,,,,,,,,,,,,,,soil,Hungary,,Environmental,Terrestrial,Soil,,,,,,,,Psychrophile,,,,,,,,
Go0623134,Pichia kudriavzevii ATCC 6258,EUKARYAL,Pichia kudriavzevii,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,sputum of patient with bronchomycosis,Sri Lanka,,Host-associated,Mammals: Human,Respiratory system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0623133,Pichia kudriavzevii ATCC 749,EUKARYAL,Pichia kudriavzevii,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,sputum of patient with bronchomycosis,Sri Lanka,,Host-associated,Mammals: Human,Respiratory system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0623132,Pichia kudriavzevii DSM 11956,EUKARYAL,Pichia kudriavzevii,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,sputum of patient with bronchomycosis,Sri Lanka,,Host-associated,Mammals: Human,Respiratory system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0623131,Pichia kudriavzevii DSM 6128,EUKARYAL,Pichia kudriavzevii,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,sputum of patient with bronchomycosis,Sri Lanka,,Host-associated,Mammals: Human,Respiratory system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0623130,Pichia kudriavzevii IFO 1064,EUKARYAL,Pichia kudriavzevii,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,sputum of patient with bronchomycosis,Sri Lanka,,Host-associated,Mammals: Human,Respiratory system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0623129,Pichia kudriavzevii JCM 1609,EUKARYAL,Pichia kudriavzevii,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,sputum of patient with bronchomycosis,Sri Lanka,,Host-associated,Mammals: Human,Respiratory system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0623128,Pichia kudriavzevii NBRC 1064,EUKARYAL,Pichia kudriavzevii,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,sputum of patient with bronchomycosis,Sri Lanka,,Host-associated,Mammals: Human,Respiratory system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0623127,Pichia kudriavzevii NRRL Y-413,EUKARYAL,Pichia kudriavzevii,FUNGI-ASCOMYCOTA,4909,Yes,Natural,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Pichia,Pichia kudriavzevii,,,,,,,,,,,,,,,,,,,sputum of patient with bronchomycosis,Sri Lanka,,Host-associated,Mammals: Human,Respiratory system,,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0622993,Candida parapsilosis ATCC 22019,EUKARYAL,Candida parapsilosis,FUNGI-ASCOMYCOTA,578454,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida parapsilosis,,,,,,,,,,,,,,,,,,,human case of sprue,USA,,Host-associated,Mammals: Human,Unclassified,USA: Puerto Rico,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0622992,Candida parapsilosis CBS 604,EUKARYAL,Candida parapsilosis,FUNGI-ASCOMYCOTA,578454,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida parapsilosis,,,,,,,,,,,,,,,,,,,human case of sprue,USA,,Host-associated,Mammals: Human,Unclassified,USA: Puerto Rico,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0622991,Candida parapsilosis DSM 5784,EUKARYAL,Candida parapsilosis,FUNGI-ASCOMYCOTA,578454,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida parapsilosis,,,,,,,,,,,,,,,,,,,human case of sprue,USA,,Host-associated,Mammals: Human,Unclassified,USA: Puerto Rico,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0622990,Candida parapsilosis IFO 1396,EUKARYAL,Candida parapsilosis,FUNGI-ASCOMYCOTA,578454,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida parapsilosis,,,,,,,,,,,,,,,,,,,human case of sprue,USA,,Host-associated,Mammals: Human,Unclassified,USA: Puerto Rico,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0622989,Candida parapsilosis JCM 1785,EUKARYAL,Candida parapsilosis,FUNGI-ASCOMYCOTA,578454,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida parapsilosis,,,,,,,,,,,,,,,,,,,human case of sprue,USA,,Host-associated,Mammals: Human,Unclassified,USA: Puerto Rico,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0622988,Candida parapsilosis NBRC 1396,EUKARYAL,Candida parapsilosis,FUNGI-ASCOMYCOTA,578454,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida parapsilosis,,,,,,,,,,,,,,,,,,,human case of sprue,USA,,Host-associated,Mammals: Human,Unclassified,USA: Puerto Rico,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0622987,Candida parapsilosis NCYC 601,EUKARYAL,Candida parapsilosis,FUNGI-ASCOMYCOTA,578454,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida parapsilosis,,,,,,,,,,,,,,,,,,,human case of sprue,USA,,Host-associated,Mammals: Human,Unclassified,USA: Puerto Rico,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0622986,Candida parapsilosis NRRL Y-12969,EUKARYAL,Candida parapsilosis,FUNGI-ASCOMYCOTA,578454,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida parapsilosis,,,,,,,,,,,,,,,,,,,human case of sprue,USA,,Host-associated,Mammals: Human,Unclassified,USA: Puerto Rico,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0622985,Candida parapsilosis UCD 61-27,EUKARYAL,Candida parapsilosis,FUNGI-ASCOMYCOTA,578454,Yes,Natural,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,Candida parapsilosis,,,,,,,,,,,,,,,,,,,human case of sprue,USA,,Host-associated,Mammals: Human,Unclassified,USA: Puerto Rico,,,,,,,Mesophile,Homo sapiens,9606,,,,,,
Go0622921,Phaffia rhodozyma ATCC 24202,EUKARYAL,Phaffia rhodozyma,FUNGI-BASIDIOMYCOTA,264483,Yes,Natural,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia rhodozyma,,,,,,,,,,,,,,,,,,,"Fagus crenata, slime flux",,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622920,Phaffia rhodozyma CBS 5905,EUKARYAL,Phaffia rhodozyma,FUNGI-BASIDIOMYCOTA,264483,Yes,Natural,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia rhodozyma,,,,,,,,,,,,,,,,,,,"Fagus crenata, slime flux",,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622919,Phaffia rhodozyma DSM 5626,EUKARYAL,Phaffia rhodozyma,FUNGI-BASIDIOMYCOTA,264483,Yes,Natural,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia rhodozyma,,,,,,,,,,,,,,,,,,,"Fagus crenata, slime flux",,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622918,Phaffia rhodozyma IFO 10129,EUKARYAL,Phaffia rhodozyma,FUNGI-BASIDIOMYCOTA,264483,Yes,Natural,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia rhodozyma,,,,,,,,,,,,,,,,,,,"Fagus crenata, slime flux",,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622917,Phaffia rhodozyma NBRC 10129,EUKARYAL,Phaffia rhodozyma,FUNGI-BASIDIOMYCOTA,264483,Yes,Natural,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia rhodozyma,,,,,,,,,,,,,,,,,,,"Fagus crenata, slime flux",,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622916,Phaffia rhodozyma NCYC 874,EUKARYAL,Phaffia rhodozyma,FUNGI-BASIDIOMYCOTA,264483,Yes,Natural,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia rhodozyma,,,,,,,,,,,,,,,,,,,"Fagus crenata, slime flux",,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622915,Phaffia rhodozyma PYCC 4172,EUKARYAL,Phaffia rhodozyma,FUNGI-BASIDIOMYCOTA,264483,Yes,Natural,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia rhodozyma,,,,,,,,,,,,,,,,,,,"Fagus crenata, slime flux",,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622914,Phaffia rhodozyma UCD 67-210,EUKARYAL,Phaffia rhodozyma,FUNGI-BASIDIOMYCOTA,264483,Yes,Natural,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Phaffia,Phaffia rhodozyma,,,,,,,,,,,,,,,,,,,"Fagus crenata, slime flux",,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622770,Mucor racemosus ATCC 22364,EUKARYAL,Mucor racemosus,FUNGI-MUCOROMYCOTA,1357677,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor racemosus,,,,,,,,,,,,,,,,,,,,Norway,,,,,,,,,,,,Mesophile,,,,,,,,
Go0622769,Mucor racemosus CBS 115.08,EUKARYAL,Mucor racemosus,FUNGI-MUCOROMYCOTA,1357677,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor racemosus,,,,,,,,,,,,,,,,,,,,Norway,,,,,,,,,,,,Mesophile,,,,,,,,
Go0622768,Mucor racemosus DSM 5266,EUKARYAL,Mucor racemosus,FUNGI-MUCOROMYCOTA,1357677,Yes,Natural,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor racemosus,,,,,,,,,,,,,,,,,,,,Norway,,,,,,,,,,,,Mesophile,,,,,,,,
Go0622730,Phomopsis cotoneastri CBS 439.82,EUKARYAL,Phomopsis cotoneastri,FUNGI-ASCOMYCOTA,1214570,Yes,Natural,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe cotoneastri,,,,,,,,,,,,,,,,,,,Cotoneaster sp.,United Kingdom,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622729,Phomopsis cotoneastri CMI 162181a,EUKARYAL,Phomopsis cotoneastri,FUNGI-ASCOMYCOTA,1214570,Yes,Natural,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe cotoneastri,,,,,,,,,,,,,,,,,,,Cotoneaster sp.,United Kingdom,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622728,Phomopsis cotoneastri DSM 5135,EUKARYAL,Phomopsis cotoneastri,FUNGI-ASCOMYCOTA,1214570,Yes,Natural,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe cotoneastri,,,,,,,,,,,,,,,,,,,Cotoneaster sp.,United Kingdom,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622727,Phomopsis cotoneastri IMI 162181a,EUKARYAL,Phomopsis cotoneastri,FUNGI-ASCOMYCOTA,1214570,Yes,Natural,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe cotoneastri,,,,,,,,,,,,,,,,,,,Cotoneaster sp.,United Kingdom,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622726,Phomopsis cotoneastri P 407,EUKARYAL,Phomopsis cotoneastri,FUNGI-ASCOMYCOTA,1214570,Yes,Natural,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe cotoneastri,,,,,,,,,,,,,,,,,,,Cotoneaster sp.,United Kingdom,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622701,Naemacyclus minor 392,EUKARYAL,Naemacyclus minor,FUNGI-ASCOMYCOTA,64355,Yes,Natural,Ascomycota,Leotiomycetes,Marthamycetales,Marthamycetaceae,Cyclaneusma,Cyclaneusma minus,,,,,,,,,,,,,,,,,,,Pinus radiata,Chile,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622700,Naemacyclus minor CBS 496.73,EUKARYAL,Naemacyclus minor,FUNGI-ASCOMYCOTA,64355,Yes,Natural,Ascomycota,Leotiomycetes,Marthamycetales,Marthamycetaceae,Cyclaneusma,Cyclaneusma minus,,,,,,,,,,,,,,,,,,,Pinus radiata,Chile,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622699,Naemacyclus minor DSM 5046,EUKARYAL,Naemacyclus minor,FUNGI-ASCOMYCOTA,64355,Yes,Natural,Ascomycota,Leotiomycetes,Marthamycetales,Marthamycetaceae,Cyclaneusma,Cyclaneusma minus,,,,,,,,,,,,,,,,,,,Pinus radiata,Chile,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622698,Naemacyclus minor N 209,EUKARYAL,Naemacyclus minor,FUNGI-ASCOMYCOTA,64355,Yes,Natural,Ascomycota,Leotiomycetes,Marthamycetales,Marthamycetaceae,Cyclaneusma,Cyclaneusma minus,,,,,,,,,,,,,,,,,,,Pinus radiata,Chile,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622689,Kabatina juniperi CBS 466.66,EUKARYAL,Kabatina juniperi,FUNGI-ASCOMYCOTA,123900,Yes,Natural,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina juniperi,,,,,,,,,,,,,,,,,,,"Juniperus chinensis, withering sprout",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622688,Kabatina juniperi DSM 4998,EUKARYAL,Kabatina juniperi,FUNGI-ASCOMYCOTA,123900,Yes,Natural,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina juniperi,,,,,,,,,,,,,,,,,,,"Juniperus chinensis, withering sprout",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622687,Kabatina juniperi DSM 62738,EUKARYAL,Kabatina juniperi,FUNGI-ASCOMYCOTA,123900,Yes,Natural,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina juniperi,,,,,,,,,,,,,,,,,,,"Juniperus chinensis, withering sprout",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622686,Kabatina juniperi IMB 10417,EUKARYAL,Kabatina juniperi,FUNGI-ASCOMYCOTA,123900,Yes,Natural,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina juniperi,,,,,,,,,,,,,,,,,,,"Juniperus chinensis, withering sprout",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622685,Kabatina juniperi K 1,EUKARYAL,Kabatina juniperi,FUNGI-ASCOMYCOTA,123900,Yes,Natural,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Kabatina,Kabatina juniperi,,,,,,,,,,,,,,,,,,,"Juniperus chinensis, withering sprout",Germany,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622681,Ceratocystis nothofagi C 311,EUKARYAL,Ceratocystis nothofagi,FUNGI-ASCOMYCOTA,1892476,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix dombeyi,,,,,,,,,,,,,,,,,,,Nothofagus dombeyi,Chile,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622680,Ceratocystis nothofagi CBS 455.83,EUKARYAL,Ceratocystis nothofagi,FUNGI-ASCOMYCOTA,1892476,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix dombeyi,,,,,,,,,,,,,,,,,,,Nothofagus dombeyi,Chile,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622679,Ceratocystis nothofagi DSM 4941,EUKARYAL,Ceratocystis nothofagi,FUNGI-ASCOMYCOTA,1892476,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Sporothrix,Sporothrix dombeyi,,,,,,,,,,,,,,,,,,,Nothofagus dombeyi,Chile,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622678,Ophiostoma triangulosporum ATCC 38930,EUKARYAL,Ophiostoma triangulosporum,FUNGI-ASCOMYCOTA,91039,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma triangulosporum,,,,,,,,,,,,,,,,,,,Araucaria angustifolia,Brazil,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622677,Ophiostoma triangulosporum C 297,EUKARYAL,Ophiostoma triangulosporum,FUNGI-ASCOMYCOTA,91039,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma triangulosporum,,,,,,,,,,,,,,,,,,,Araucaria angustifolia,Brazil,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622676,Ophiostoma triangulosporum CBS 138.77,EUKARYAL,Ophiostoma triangulosporum,FUNGI-ASCOMYCOTA,91039,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma triangulosporum,,,,,,,,,,,,,,,,,,,Araucaria angustifolia,Brazil,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622675,Ophiostoma triangulosporum DSM 4934,EUKARYAL,Ophiostoma triangulosporum,FUNGI-ASCOMYCOTA,91039,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma triangulosporum,,,,,,,,,,,,,,,,,,,Araucaria angustifolia,Brazil,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622671,Ceratocystis valdiviana C 310,EUKARYAL,Ceratocystis valdiviana,FUNGI-ASCOMYCOTA,1892475,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma valdivianum,,,,,,,,,,,,,,,,,,,Nothofagus alpina,Chile,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622670,Ceratocystis valdiviana CBS 454.83,EUKARYAL,Ceratocystis valdiviana,FUNGI-ASCOMYCOTA,1892475,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma valdivianum,,,,,,,,,,,,,,,,,,,Nothofagus alpina,Chile,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622669,Ceratocystis valdiviana DSM 4919,EUKARYAL,Ceratocystis valdiviana,FUNGI-ASCOMYCOTA,1892475,Yes,Natural,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Ophiostoma valdivianum,,,,,,,,,,,,,,,,,,,Nothofagus alpina,Chile,,Host-associated,Plants,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622551,Sterigmatomyces halophilus ATCC 24056,EUKARYAL,Sterigmatomyces halophilus,FUNGI-BASIDIOMYCOTA,5617,Yes,Natural,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Sterigmatomyces,Sterigmatomyces halophilus,,,,,,,,,,,,,,,,,,,air,USA,,Environmental,Air,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622550,Sterigmatomyces halophilus CBS 4609,EUKARYAL,Sterigmatomyces halophilus,FUNGI-BASIDIOMYCOTA,5617,Yes,Natural,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Sterigmatomyces,Sterigmatomyces halophilus,,,,,,,,,,,,,,,,,,,air,USA,,Environmental,Air,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622549,Sterigmatomyces halophilus DSM 4668,EUKARYAL,Sterigmatomyces halophilus,FUNGI-BASIDIOMYCOTA,5617,Yes,Natural,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Sterigmatomyces,Sterigmatomyces halophilus,,,,,,,,,,,,,,,,,,,air,USA,,Environmental,Air,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622548,Sterigmatomyces halophilus IFO 1488,EUKARYAL,Sterigmatomyces halophilus,FUNGI-BASIDIOMYCOTA,5617,Yes,Natural,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Sterigmatomyces,Sterigmatomyces halophilus,,,,,,,,,,,,,,,,,,,air,USA,,Environmental,Air,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622547,Sterigmatomyces halophilus NBRC 1488,EUKARYAL,Sterigmatomyces halophilus,FUNGI-BASIDIOMYCOTA,5617,Yes,Natural,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Sterigmatomyces,Sterigmatomyces halophilus,,,,,,,,,,,,,,,,,,,air,USA,,Environmental,Air,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622546,Sterigmatomyces halophilus NRRL YB-4619,EUKARYAL,Sterigmatomyces halophilus,FUNGI-BASIDIOMYCOTA,5617,Yes,Natural,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Agaricostilbaceae,Sterigmatomyces,Sterigmatomyces halophilus,,,,,,,,,,,,,,,,,,,air,USA,,Environmental,Air,Unclassified,,,,,,,,Mesophile,,,,,,,,
Go0622543,Sakaguchia dacryoidea ATCC 24502,EUKARYAL,Sakaguchia dacryoidea,FUNGI-BASIDIOMYCOTA,106023,Yes,Natural,Basidiomycota,Cystobasidiomycetes,Sakaguchiales,Sakaguchiaceae,Sakaguchia,Sakaguchia dacryoidea,,,,,,,,,,,,,,,,,,,seawater,Antarctica,,Environmental,Aquatic,Marine,,,,,,,,Mesophile,,,,,,,,
Go0622542,Sakaguchia dacryoidea CBS 6353,EUKARYAL,Sakaguchia dacryoidea,FUNGI-BASIDIOMYCOTA,106023,Yes,Natural,Basidiomycota,Cystobasidiomycetes,Sakaguchiales,Sakaguchiaceae,Sakaguchia,Sakaguchia dacryoidea,,,,,,,,,,,,,,,,,,,seawater,Antarctica,,Environmental,Aquatic,Marine,,,,,,,,Mesophile,,,,,,,,
Go0622541,Sakaguchia dacryoidea DSM 4638,EUKARYAL,Sakaguchia dacryoidea,FUNGI-BASIDIOMYCOTA,106023,Yes,Natural,Basidiomycota,Cystobasidiomycetes,Sakaguchiales,Sakaguchiaceae,Sakaguchia,Sakaguchia dacryoidea,,,,,,,,,,,,,,,,,,,seawater,Antarctica,,Environmental,Aquatic,Marine,,,,,,,,Mesophile,,,,,,,,
Go0622540,Sakaguchia dacryoidea IAM 13522,EUKARYAL,Sakaguchia dacryoidea,FUNGI-BASIDIOMYCOTA,106023,Yes,Natural,Basidiomycota,Cystobasidiomycetes,Sakaguchiales,Sakaguchiaceae,Sakaguchia,Sakaguchia dacryoidea,,,,,,,,,,,,,,,,,,,seawater,Antarctica,,Environmental,Aquatic,Marine,,,,,,,,Mesophile,,,,,,,,
